"Side","Symbol","Name","Order Price","Order Qty","Order Amount","Status","Filled@Avg Price","Order Time","Order Type","Time-in-Force","Allow Pre-Market","Session","Trigger price","Position Opening","Markets","Currency","Order Source","Fill Qty","Fill Price","Fill Amount","Fill Time","Markets","Currency","Counterparty","Remarks","Commission","Platform Fees","Settlement Fees","Options Regulatory Fees","OCC Fees","Option Settlement Fees","SEC Fees","Trading Activity Fees","Stamp Duty","Trading Fees","SFC Levy","FRC Levy","Trading Tariff","Consolidated Audit Trail Fees","Total"
"Buy","FIG","Figma","100.00","1","100.00","Filled","1@97.80","Jul 31, 2025 14:00:33 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","97.80","97.80","Jul 31, 2025 14:03:27 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","FIG","Figma","Market Price","1","0.00","Failed","0@0.00","Jul 31, 2025 13:59:19 ET","Market","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","Market Price","1","0.00","Failed","0@0.00","Jul 31, 2025 13:59:16 ET","Market","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","47.00","25","1,175.00","Cancelled","0@0.00","Jul 31, 2025 09:32:44 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","45.00","25","1,125.00","Cancelled","0@0.00","Jul 31, 2025 09:32:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","40.00","30","1,200.00","Cancelled","0@0.00","Jul 31, 2025 09:32:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","Market Price","25","0.00","Failed","0@0.00","Jul 31, 2025 09:31:48 ET","Market","Day","","Regular Trading Hours","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","FIG","Figma","35.00","20","700.00","Cancelled","0@0.00","Jul 31, 2025 08:56:31 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","210.53","5","1,052.65","Filled","5@210.6405","Jul 30, 2025 10:53:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","210.6405","1,053.20","Jul 30, 2025 10:53:36 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Sell","TSLA","Tesla","Market Price","1","320.07","Filled","1@320.07","Jul 25, 2025 12:07:44 ET","Market","Day","","Regular Trading Hours","","","US","USD","","1","320.07","320.07","Jul 25, 2025 12:07:45 ET","US","USD","","","0.99","1","0","","","","","0.01","","","","","","0","2"
"Sell","09988","BABA-W","117.60","100","11,760.00","Filled","100@117.60","Jul 25, 2025 11:41:03 HKT","Limit","Day","Allow","","","","HK","HKD","","100","117.60","11,760.00","Jul 25, 2025 11:41:04 HKT","HK","HKD","5998","","3.53","15","0.49","","","","","","12","0.66","0.32","0.02","","","32.02"
"Sell","GOOGL","Alphabet-A","Market Price","5","956.02","Filled","5@191.2034","Jul 24, 2025 10:13:41 ET","Market","Day","","Regular Trading Hours","","","US","USD","","5","191.2034","956.02","Jul 24, 2025 10:13:41 ET","US","USD","","","0.99","1","0.02","","","","","0.01","","","","","","0","2.02"
"Buy","TSLA","Tesla","306.70","1","306.70","Filled","1@306.63","Jul 24, 2025 09:51:33 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","1","306.63","306.63","Jul 24, 2025 09:51:33 ET","US","USD","","","0.99","1","0","","","","","","","","","","","0","1.99"
"Buy","TSLA","Tesla","306.00","3","918.00","Cancelled","0@0.00","Jul 24, 2025 09:51:06 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TSLA","Tesla","305.39","3","916.17","Cancelled","0@0.00","Jul 24, 2025 09:50:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","OSCR","Oscar Health","14.00","80","1,120.00","Filled","80@14.00","Jul 22, 2025 12:17:16 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","14.00","1,120.00","Jul 22, 2025 13:37:01 ET","US","USD","","","0.99","1","0.24","","","","","0.01","","","","","","0","2.24"
"Buy","OSCR","Oscar Health","12.60","70","882.00","Filled","70@12.60","Jul 22, 2025 07:20:16 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","70","12.60","882.00","Jul 22, 2025 08:50:41 ET","US","USD","","","0.99","1","0.21","","","","","","","","","","","0","2.2"
"Buy","OSCR","Oscar Health","13.00","70","910.00","Cancelled","0@0.00","Jul 21, 2025 09:23:53 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","OSCR","Oscar Health","13.05","70","913.50","Cancelled","0@0.00","Jul 18, 2025 09:15:50 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","BRK.B","Berkshire Hathaway-B","471.81","5","2,359.05","Filled","5@471.81","Jul 17, 2025 09:41:14 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","471.81","2,359.05","Jul 17, 2025 09:41:20 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","OSCR","Oscar Health","14.25","80","1,140.00","Filled","80@14.25","Jul 11, 2025 10:07:29 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","14.25","1,140.00","Jul 11, 2025 15:38:43 ET","US","USD","","","0.99","1","0.24","","","","","","","","","","","0","2.23"
"Buy","OSCR","Oscar Health","17.22","80","1,377.60","Filled","80@17.2156","Jul 8, 2025 09:38:51 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","17.2156","1,377.25","Jul 8, 2025 09:38:51 ET","US","USD","","","0.99","1","0.24","","","","","","","","","","","0","2.23"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","9.72","120","1,166.40","Filled","120@9.735","Jul 7, 2025 09:48:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","120","9.735","1,168.20","Jul 7, 2025 09:48:37 ET","US","USD","","","0.99","1","0.36","","","","","0.02","","","","","","0.01","2.38"
"Sell","AAPL","Apple","214.12","10","2,141.20","Filled","10@214.1307","Jul 3, 2025 11:42:07 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","214.1307","2,141.31","Jul 3, 2025 11:42:07 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Sell","AAPL260116C215000","AAPL 260116 215.00C","15.15","1","1,515.00","Filled","1@15.15","Jul 1, 2025 10:48:31 ET","Limit","Day","","","","","US","USD","","1","15.15","1,515.00","Jul 1, 2025 10:48:31 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","0.01","","","","","","0","2.51"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","10.37","40","414.80","Filled","40@10.3698","Jul 1, 2025 09:44:44 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","40","10.3698","414.79","Jul 1, 2025 09:44:52 ET","US","USD","","","0.99","1","0.12","","","","","","","","","","","0","2.11"
"Buy","GOOGL","Alphabet-A","176.55","5","882.75","Filled","5@176.55","Jun 30, 2025 12:01:19 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","176.55","882.75","Jun 30, 2025 12:01:20 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","12.22","80","977.60","Filled","80@12.2098","Jun 27, 2025 14:08:23 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","80","12.2098","976.78","Jun 27, 2025 14:08:23 ET","US","USD","","","0.99","1","0.24","","","","","","","","","","","0","2.23"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","12.58","25","314.50","Filled","25@12.581","Jun 26, 2025 11:48:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","12.581","314.53","Jun 26, 2025 11:48:50 ET","US","USD","","","0.99","1","0.08","","","","","0.01","","","","","","0","2.08"
"Sell","CONL","GraniteShares 2x Long COIN Daily ETF","51.28","30","1,538.40","Filled","30@51.5589","Jun 26, 2025 10:48:54 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","30","51.5589","1,546.77","Jun 26, 2025 10:48:54 ET","US","USD","","","0.99","1","0.09","","","","","0.01","","","","","","0","2.09"
"Buy","AAPL","Apple","201.84","5","1,009.20","Filled","5@201.84","Jun 24, 2025 11:44:24 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","201.84","1,009.20","Jun 24, 2025 11:44:26 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","CONL","GraniteShares 2x Long COIN Daily ETF","42.81","20","856.20","Filled","20@42.81","Jun 24, 2025 11:43:19 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","14","42.81","599.34","Jun 24, 2025 11:43:50 ET","US","USD","","","0.99","1","0.06","","","","","0.02","","","","","","0","2.07"
"","","","","","","","","","","","","","","","","","","6","42.81","256.86","Jun 24, 2025 11:43:33 ET","US","USD","","","","","","","","","","","","","","","","",""
"Sell","INOD","Innodata","47.68","13","619.84","Filled","13@47.68","Jun 24, 2025 11:18:02 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","13","47.68","619.84","Jun 24, 2025 11:18:06 ET","US","USD","","","0.99","1","0.04","","","","","0.01","","","","","","0","2.04"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","13.67","10","136.70","Filled","10@13.675","Jun 24, 2025 10:28:47 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","13.675","136.75","Jun 24, 2025 10:28:47 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Buy","INOD","Innodata","46.11","20","922.20","Filled","20@46.11","Jun 23, 2025 12:44:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","46.11","922.20","Jun 23, 2025 12:44:37 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Sell","INOD","Innodata","46.11","20","922.20","Failed","0@0.00","Jun 23, 2025 12:44:35 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","INOD","Innodata","44.71","19","849.49","Filled","19@44.71","Jun 23, 2025 09:33:29 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","19","44.71","849.49","Jun 23, 2025 09:33:31 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","0","2.06"
"Buy","CONL","GraniteShares 2x Long COIN Daily ETF","36.87","50","1,843.50","Filled","50@36.87","Jun 20, 2025 12:54:35 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","36.87","1,843.50","Jun 20, 2025 12:54:48 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","0","2.14"
"Buy","AAPL","Apple","198.35","5","991.75","Filled","5@198.28","Jun 20, 2025 11:36:20 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","198.28","991.40","Jun 20, 2025 11:36:22 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Buy","09988","BABA-W","110.20","100","11,020.00","Filled","100@110.20","Jun 19, 2025 13:13:35 HKT","Limit","Day","Allow","","","","HK","HKD","","100","110.20","11,020.00","Jun 19, 2025 13:13:35 HKT","HK","HKD","7368","","3.31","15","2","","","","","","12","0.62","0.3","0.02","","","33.25"
"Buy","AAPL260116C215000","AAPL 260116 215.00C","11.35","1","1,135.00","Filled","1@11.35","Jun 18, 2025 10:10:08 ET","Limit","Day","","","","","US","USD","","1","11.35","1,135.00","Jun 18, 2025 10:10:09 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","0","2.5"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","11.86","15","177.90","Filled","15@11.865","Jun 13, 2025 10:23:27 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","15","11.865","177.98","Jun 13, 2025 10:23:27 ET","US","USD","","","0.99","1","0.05","","","","","0.01","","","","","","0","2.05"
"Sell","AAPL260116C235000","AAPL 260116 235.00C","5.80","2","1,160.00","Filled","2@5.80","Jun 13, 2025 10:22:47 ET","Limit","Day","","","","","US","USD","","2","5.80","1,160.00","Jun 13, 2025 10:22:48 ET","US","USD","","","1.99","0.6","","0.03","0.04","0.36","","0.01","","","","","","0.01","3.04"
"Buy","AAPL260116C235000","AAPL 260116 235.00C","6.40","1","640.00","Failed","0@0.00","Jun 13, 2025 09:36:40 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","AAPL260116C235000","AAPL 260116 235.00C","6.40","2","1,280.00","Failed","0@0.00","Jun 13, 2025 09:36:23 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","INOD","Innodata","43.00","19","817.00","Filled","19@43.00","Jun 10, 2025 13:07:31 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","19","43.00","817.00","Jun 10, 2025 13:37:10 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Sell","INOD","Innodata","47.72","19","906.68","Filled","19@47.72421","Jun 10, 2025 11:14:17 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","3","47.72","143.16","Jun 10, 2025 11:14:20 ET","US","USD","","","0.99","1","0.06","","","","","0.02","","","","","","0","2.07"
"","","","","","","","","","","","","","","","","","","16","47.725","763.60","Jun 10, 2025 11:14:20 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","11.78","50","589.00","Filled","50@11.7599","Jun 10, 2025 09:30:33 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","50","11.7599","588.00","Jun 10, 2025 09:30:34 ET","US","USD","","","0.99","1","0.15","","","","","","","","","","","0","2.14"
"Buy","AAPL260116C235000","AAPL 260116 235.00C","7.35","1","735.00","Filled","1@7.35","Jun 9, 2025 13:35:35 ET","Limit","Day","","","","","US","USD","","1","7.35","735.00","Jun 9, 2025 13:39:06 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","0","2.5"
"Sell","SBUX260116C100000","SBUX 260116 100.00C","5.75","1","575.00","Filled","1@5.75","Jun 9, 2025 09:35:03 ET","Limit","Day","","","","","US","USD","","1","5.75","575.00","Jun 9, 2025 09:35:06 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","0.01","","","","","","0","2.51"
"Sell","INOD","Innodata","46.33","12","555.96","Filled","12@46.33","Jun 5, 2025 13:02:01 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","12","46.33","555.96","Jun 5, 2025 13:02:28 ET","US","USD","","","0.99","1","0.04","","","","","0.01","","","","","","0","2.04"
"Buy","GOOGL","Alphabet-A","167.17","5","835.85","Filled","5@167.1689","Jun 4, 2025 13:29:45 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","5","167.1689","835.84","Jun 4, 2025 13:29:45 ET","US","USD","","","0.99","1","0.02","","","","","","","","","","","0","2.01"
"Sell","TSLL","Direxion Daily TSLA Bull 2X Shares","13.74","100","1,374.00","Filled","100@13.74","Jun 4, 2025 12:33:04 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","13.74","1,374.00","Jun 4, 2025 12:33:06 ET","US","USD","","","0.99","1","0.3","","","","","0.02","","","","","","0","2.31"
"Buy","INOD","Innodata","43.00","15","645.00","Cancelled","0@0.00","Jun 4, 2025 10:28:39 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","TSLL","Direxion Daily TSLA Bull 2X Shares","13.76","100","1,376.00","Filled","100@13.745","Jun 4, 2025 10:27:58 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","100","13.745","1,374.50","Jun 4, 2025 10:27:59 ET","US","USD","","","0.99","1","0.3","","","","","","","","","","","0","2.29"
"Sell","TSM","Taiwan Semiconductor","200.74","10","2,007.40","Filled","10@200.74","Jun 4, 2025 10:09:00 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","200.74","2,007.40","Jun 4, 2025 10:09:00 ET","US","USD","","","0.99","1","0.03","","","","","0.01","","","","","","0","2.03"
"Buy","INOD","Innodata","43.00","25","1,075.00","Filled","25@43.00","Jun 3, 2025 09:39:20 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","25","43.00","1,075.00","Jun 3, 2025 14:05:46 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","0","2.07"
"Buy","INOD","Innodata","Market Price","25","961.46","Filled","25@38.4583","May 29, 2025 11:50:01 ET","Market","Day","","Regular Trading Hours","","","US","USD","","25","38.4583","961.46","May 29, 2025 11:50:01 ET","US","USD","","","0.99","1","0.08","","","","","","","","","","","0","2.07"
"Buy","INOD","Innodata","33.10","40","1,324.00","Cancelled","0@0.00","May 29, 2025 08:43:54 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","INOD","Innodata","36.10","25","902.50","Cancelled","0@0.00","May 29, 2025 08:43:43 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","INOD","Innodata","37.50","25","937.50","Cancelled","0@0.00","May 29, 2025 08:43:36 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","GOOGL","Alphabet-A","172.73","10","1,727.30","Filled","10@172.7098","May 27, 2025 15:11:59 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","10","172.7098","1,727.10","May 27, 2025 15:11:59 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","0","2.02"
"Buy","AMZN","Amazon","205.32","20","4,106.40","Filled","20@205.32","May 27, 2025 15:11:30 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","205.32","4,106.40","May 27, 2025 15:11:32 ET","US","USD","","","0.99","1","0.06","","","","","","","","","","","0","2.05"
"Sell","AAPL260116C235000","AAPL 260116 235.00C","7.10","1","710.00","Cancelled","0@0.00","May 23, 2025 14:36:07 ET","Limit","Day","","","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Buy","AAPL260116C235000","AAPL 260116 235.00C","7.05","1","705.00","Filled","1@7.03","May 23, 2025 14:30:54 ET","Limit","Day","","","","","US","USD","","1","7.03","703.00","May 23, 2025 14:30:54 ET","US","USD","","","1.99","0.3","","0.01","0.02","0.18","","","","","","","","","2.5"
"Buy","AAPL","Apple","Market Price","10","1,956.55","Filled","10@195.655","May 23, 2025 14:24:07 ET","Market","Day","","Regular Trading Hours","","","US","USD","","10","195.655","1,956.55","May 23, 2025 14:24:08 ET","US","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"Buy","AAPL","Apple","195.47","10","1,954.70","Cancelled","0@0.00","May 23, 2025 14:23:44 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","AAPL","Apple","201.38","20","4,027.60","Filled","20@201.38","May 22, 2025 10:04:34 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","20","201.38","4,027.60","May 22, 2025 10:04:39 ET","US","USD","","","0.99","1","0.06","","","","","0.01","","","","","","","2.06"
"Sell","AAPL260116C235000","AAPL 260116 235.00C","8.40","2","1,680.00","Filled","2@8.40","May 22, 2025 10:01:56 ET","Limit","Day","","","","","US","USD","","1","8.40","840.00","May 22, 2025 10:02:00 ET","US","USD","","","1.99","0.6","","0.02","0.04","0.36","","0.02","","","","","","","3.03"
"","","","","","","","","","","","","","","","","","","1","8.40","840.00","May 22, 2025 10:02:00 ET","US","USD","","","","","","","","","","","","","","","","",""
"Buy","TSM","Taiwan Semiconductor","180.00","25","4,500.00","Cancelled","0@0.00","May 19, 2025 09:42:56 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"Sell","TSLA","Tesla","335.77","13","4,365.01","Filled","13@335.77","May 19, 2025 09:39:12 ET","Limit","Day","","RTH + Pre/Post-Mkt","","","US","USD","","13","335.77","4,365.01","May 19, 2025 09:39:16 ET","US","USD","","","0.99","1","0.04","","","","","0.01","","","","","","","2.04"
