"方向","代码","名称","订单价格","订单数量","订单金额","交易状态","已成交@均价","下单时间","订单类型","期限","盘前竞价","时段","触发价","允许开仓","市场","币种","订单来源","成交数量","成交价格","成交金额","成交时间","市场","币种","对手经纪","备注","佣金","平台使用费","交收费","印花税","交易费","证监会征费","财汇局征费","期权监管费","期权清算费","期权交收费","证监会规费","交易活动费","交易系统使用费","综合审计跟踪监管费","合计费用"
"买入","AAPL260116C235000","AAPL 260116 235.00C","10.95","2","2,190.00","全部成交","2@10.95","2025/05/13 12:07:30 (美东)","限价单","当日有效","","","","","美股","USD","","2","10.95","2,190.00","2025/05/13 12:07:30 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","","","","3.02"
"买入","AAPL","苹果","211.43","15","3,171.45","全部成交","15@211.43","2025/05/13 08:31:12 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","15","211.43","3,171.45","2025/05/13 08:31:22 (美东)","美股","USD","","","0.99","1","0.05","","","","","","","","","","","","2.04"
"卖出","GOOGL260116C180000","GOOGL 260116 180.00C","8.25","1","825.00","全部成交","1@8.25","2025/05/12 09:53:30 (美东)","限价单","当日有效","","","","","美股","USD","","1","8.25","825.00","2025/05/12 09:53:30 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.02","0.01","","","2.53"
"买入","AAPL","苹果","207.69","5","1,038.45","全部成交","5@207.5598","2025/05/12 09:51:59 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","5","207.5598","1,037.80","2025/05/12 09:52:00 (美东)","美股","USD","","","0.99","1","0.02","","","","","","","","","","","","2.01"
"卖出","TSLL","2倍做多TSLA ETF-Direxion","12.48","100","1,248.00","全部成交","100@12.48","2025/05/12 09:41:35 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","100","12.48","1,248.00","2025/05/12 09:41:46 (美东)","美股","USD","","","0.99","1","0.3","","","","","","","","0.03","0.02","","","2.34"
"卖出","SVXY","做空波动率指数短期期货ETF-ProShares","40.29","150","6,043.50","全部成交","150@40.2901","2025/05/12 09:30:41 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","150","40.2901","6,043.52","2025/05/12 09:30:48 (美东)","美股","USD","","","0.99","1","0.45","","","","","","","","0.17","0.02","","","2.63"
"卖出","AMZN250815C215000","AMZN 250815 215.00C","5.60","1","560.00","全部成交","1@5.60","2025/05/08 11:56:53 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","5.60","560.00","2025/05/08 11:56:53 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.02","0.01","","","2.53"
"卖出","SVIX","1倍做空短期期货恐慌指数ETF","13.24","50","662.00","全部成交","50@13.245","2025/05/08 11:54:43 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","13.245","662.25","2025/05/08 11:54:43 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.02","0.01","","","2.17"
"买入","TSLL","2倍做多TSLA ETF-Direxion","10.33","60","619.80","全部成交","60@10.33","2025/05/08 11:24:45 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","14","10.33","144.62","2025/05/08 16:00:38 (美东)","美股","USD","","","0.99","1","0.18","","","","","","","","","","","","2.17"
"","","","","","","","","","","","","","","","","","","46","10.33","475.18","2025/05/08 16:00:38 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","TSLL","2倍做多TSLA ETF-Direxion","10.33","60","619.80","全部成交","60@10.3298","2025/05/08 11:21:37 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","60","10.3298","619.79","2025/05/08 11:21:38 (美东)","美股","USD","","","0.99","1","0.18","","","","","","","","","","","","2.17"
"买入","GOOGL260116C180000","GOOGL 260116 180.00C","8.15","1","815.00","全部成交","1@8.15","2025/05/08 10:24:02 (美东)","限价单","当日有效","","","","","美股","USD","","1","8.15","815.00","2025/05/08 10:24:02 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","TSM","台积电","175.45","10","1,754.50","全部成交","10@175.45","2025/05/08 10:02:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","175.45","1,754.50","2025/05/08 10:02:47 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"卖出","SVXY","做空波动率指数短期期货ETF-ProShares","38.32","50","1,916.00","全部成交","50@38.33","2025/05/08 10:02:26 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","38.33","1,916.50","2025/05/08 10:02:27 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.05","0.01","","","2.2"
"卖出","HIMS","Hims & Hers Health","53.15","50","2,657.50","全部成交","50@53.15","2025/05/08 10:01:52 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","53.15","2,657.50","2025/05/08 10:01:54 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.07","0.01","","","2.22"
"买入","TSLL","2倍做多TSLA ETF-Direxion","9.63","200","1,926.00","全部成交","200@9.6198","2025/05/07 11:11:56 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","200","9.6198","1,923.96","2025/05/07 11:11:56 (美东)","美股","USD","","","0.99","1","0.6","","","","","","","","","","","","2.59"
"卖出","HIMS","Hims & Hers Health","触及市价","50","0.00","已撤单","0@0.00","2025/05/06 14:35:43 (美东)","止损市价单","当日有效","","盘中","48.20","允许","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","HIMS","Hims & Hers Health","43.50","50","2,175.00","全部成交","50@43.365","2025/05/06 10:07:37 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","43.365","2,168.25","2025/05/06 10:07:38 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","","","","","2.14"
"买入","AMZN","亚马逊","187.79","10","1,877.90","全部成交","10@187.6989","2025/05/02 09:55:46 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","187.6989","1,876.99","2025/05/02 09:55:46 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"买入","09988","阿里巴巴-W","122.50","100","12,250.00","全部成交","100@122.50","2025/05/02 14:58:14 (香港)","限价单","当日有效","允许","","","","港股","HKD","","100","122.50","12,250.00","2025/05/02 14:58:14 (香港)","港股","HKD","9028","","3.68","15","2","13","0.69","0.33","0.02","","","","","","","","34.72"
"买入","TSLA260116C500000","TSLA 260116 500.00C","15.30","1","1,530.00","下单失败","0@0.00","2025/05/01 13:15:26 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","AMZN","亚马逊","189.36","10","1,893.60","全部成交","10@189.36","2025/05/01 12:14:42 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","10","189.36","1,893.60","2025/05/01 12:14:44 (美东)","美股","USD","","","0.99","1","0.03","","","","","","","","","","","","2.02"
"卖出","TSM250815C170000","TSM 250815 170.00C","16.10","1","1,610.00","全部成交","1@16.10","2025/05/01 09:38:37 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","16.10","1,610.00","2025/05/01 09:38:37 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.04","0.01","","","2.55"
"卖出","AMZN250815C215000","AMZN 250815 215.00C","6.15","1","615.00","全部成交","1@6.15","2025/05/01 09:31:33 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","6.15","615.00","2025/05/01 09:31:37 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.02","0.01","","","2.53"
"买入","AMZN250815C215000","AMZN 250815 215.00C","5.40","1","540.00","全部成交","1@5.37","2025/04/29 10:32:48 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","5.37","537.00","2025/04/29 10:32:49 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","AMZN250815C215000","AMZN 250815 215.00C","5.85","1","585.00","全部成交","1@5.85","2025/04/25 10:44:15 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","5.85","585.00","2025/04/25 10:44:15 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"卖空","01024","快手-W","50.45","600","30,270.00","下单失败","0@0.00","2025/04/25 00:42:08 (香港)","限价单","当日有效","允许","","","","港股","HKD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","NVDA","英伟达","98.00","25","2,450.00","已撤单","0@0.00","2025/04/24 12:24:50 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","SVXY","做空波动率指数短期期货ETF-ProShares","36.60","50","1,830.00","全部成交","50@36.6008","2025/04/23 10:19:27 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","36.6008","1,830.04","2025/04/23 10:19:28 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.05","0.01","","","2.2"
"卖出","SVIX","1倍做空短期期货恐慌指数ETF","12.00","50","600.00","全部成交","50@12.00","2025/04/23 10:19:10 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","50","12.00","600.00","2025/04/23 10:26:06 (美东)","美股","USD","","","0.99","1","0.15","","","","","","","","0.02","0.01","","","2.17"
"卖出","QQQ250630C460/465"," 垂直策略","2.85","2组","570.00","全部成交","2组@2.85","2025/04/23 10:10:48 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","1.2","","","","","","0.06","0.08","0.72","0.14","0.01","","","6.19"
"卖出","QQQ250630C460000","","","2","","","","","","","","","","","","","","2","24.35","4,870.00","2025/04/23 10:12:44 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","QQQ250630C465000","","","2","","","","","","","","","","","","","","2","21.50","4,300.00","2025/04/23 10:12:44 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","TSM250620C170000","TSM 250620 170.00C","5.00","2","1,000.00","全部成交","2@5.00","2025/04/23 10:10:19 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","5.00","1,000.00","2025/04/23 10:10:26 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","0.03","0.01","","","3.06"
"买入","TSM250815C170000","TSM 250815 170.00C","8.15","1","815.00","全部成交","1@8.05","2025/04/17 11:22:06 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","8.05","805.00","2025/04/17 11:22:07 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","QQQ250630C460/465"," 垂直策略","2.70","2组","540.00","已撤单","0组@0.00","2025/04/14 12:00:13 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","QQQ250630C460000","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","QQQ250630C465000","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"买入","QQQ250630C460/465"," 垂直策略","2.85","2组","570.00","全部成交","2组@2.85","2025/04/14 11:59:39 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","1.2","","","","","","0.06","0.08","0.72","0.12","0.01","","","6.17"
"买入","QQQ250630C460000","","","2","","","","","","","","","","","","","","2","24.16","4,832.00","2025/04/14 12:00:02 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","QQQ250630C465000","","","2","","","","","","","","","","","","","","2","21.31","4,262.00","2025/04/14 12:00:02 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","QQQ250414C458/463"," 垂直策略","1.11","3组","333.00","全部成交","3组@1.11","2025/04/14 11:58:30 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","1.8","","","","","","0.08","0.12","1.08","0.01","0.01","","","7.08"
"卖出","QQQ250414C458000","","","3","","","","","","","","","","","","","","3","1.47","441.00","2025/04/14 11:58:37 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","QQQ250414C463000","","","3","","","","","","","","","","","","","","3","0.36","108.00","2025/04/14 11:58:37 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","QQQ250414C458/463"," 垂直策略","1.24","3组","372.00","全部成交","3组@1.23","2025/04/14 11:57:50 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","1.8","","","","","","0.08","0.12","1.08","0.01","0.01","","","7.08"
"买入","QQQ250414C458000","","","3","","","","","","","","","","","","","","3","1.60","480.00","2025/04/14 11:57:51 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","QQQ250414C463000","","","3","","","","","","","","","","","","","","3","0.37","111.00","2025/04/14 11:57:51 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","TSM250620P170000","TSM 250620 170.00P","19.95","1","1,995.00","全部成交","1@19.96","2025/04/14 11:41:41 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","19.96","1,996.00","2025/04/14 11:41:45 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","0.06","0.01","","","2.57"
"买入","TSM250620C170000","TSM 250620 170.00C","6.05","2","1,210.00","全部成交","2@6.05","2025/04/14 11:41:02 (美东)","限价单","当日有效","","盘中","","","美股","USD","","2","6.05","1,210.00","2025/04/14 11:41:02 (美东)","美股","USD","","","1.99","0.6","","","","","","0.03","0.04","0.36","","","","","3.02"
"买入","TSM250620P170000","TSM 250620 170.00P","18.50","1","1,850.00","全部成交","1@18.50","2025/04/14 10:27:51 (美东)","限价单","当日有效","","盘中","","","美股","USD","","1","18.50","1,850.00","2025/04/14 10:27:51 (美东)","美股","USD","","","1.99","0.3","","","","","","0.01","0.02","0.18","","","","","2.5"
"买入","SVXY","做空波动率指数短期期货ETF-ProShares","34.06","50","1,703.00","已撤单","0@0.00","2025/04/11 15:01:36 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","","","","","","","","","","","","","","","","","","","","","","",""
"卖出","NVDA250620C113/120"," 垂直策略","3.15","1组","315.00","全部成交","1组@3.15","2025/04/11 14:34:17 (美东)","限价单","当日有效","","","","","美股","USD","","","","","","","","","","3.98","0.6","","","","","","0.02","0.04","0.36","0.03","0.01","","","5.04"
"卖出","NVDA250620C113000","","","1","","","","","","","","","","","","","","1","10.33","1,033.00","2025/04/11 15:55:03 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"买入","NVDA250620C120000","","","1","","","","","","","","","","","","","","1","7.18","718.00","2025/04/11 15:55:03 (美东)","美股","USD","","","","","","","","","","","","","","","","",""
"卖出","MSTU","2倍做多MSTR ETF-T-Rex","5.35","100","535.00","全部成交","100@5.35","2025/04/11 14:32:47 (美东)","限价单","当日有效","","盘前+盘中+盘后","","","美股","USD","","100","5.35","535.00","2025/04/11 14:33:02 (美东)","美股","USD","","","0.99","1","0.3","","","","","","","","0.01","0.02","","","2.32"
