Side,Symbol,Name,Order Price,Order Qty,Order Amount,Status,Filled@Avg Price,Order Time,Order Type,Time-in-Force,Allow Pre-Market,Session,Trigger price,Position Opening,Markets,Currency,Order Source,Fill Qty,Fill Price,Fill Amount,Fill Time,Markets.1,Currency.1,Counterparty,Remarks,Commission,Platform Fees,Settlement Fees,Options Regulatory Fees,OCC Fees,Option Settlement Fees,SEC Fees,Trading Activity Fees,Stamp Duty,Trading Fees,SFC Levy,FRC Levy,Trading Tariff,Consolidated Audit Trail Fees,Total
Sell,NVDA250620C120000,,,1,,,,,,,,,,,,,,1,6.82,6.82,"Apr 10, 2025 10:38:25 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,Market Price,40,,Filled,39@36.46,"Apr 10, 2025 10:25:14 ET",Market,Day,,Regular Trading Hours,,,US,USD,,40,33.29,1331.6,"Apr 10, 2025 10:25:14 ET",US,USD,,,1.04,1.0,0.12,,,,,,,,,,,,2.16
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,34.39,43,1478.77,Cancelled,0@0.0,"Apr 10, 2025 10:23:55 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,Market Price,20,,Filled,21@193.53,"Apr 9, 2025 14:46:34 ET",Market,Day,,Regular Trading Hours,,,US,USD,,21,201.83,4238.43,"Apr 9, 2025 14:46:34 ET",US,USD,,,1.07,1.03,0.07,,,,0.1,0.01,,,,,,,2.28
Buy,AAPL,Apple,Market Price,22,,Filled,19@186.31,"Apr 9, 2025 13:33:08 ET",Market,Day,,Regular Trading Hours,,,US,USD,,22,171.92,3782.24,"Apr 9, 2025 13:33:08 ET",US,USD,,,1.05,1.0,0.05,,,,,,,,,,,,2.1
Sell,AAPL,Apple,Market Price,22,,Filled,19@171.42,"Apr 9, 2025 13:30:53 ET",Market,Day,,Regular Trading Hours,,,US,USD,,18,202.82,3650.76,"Apr 9, 2025 13:30:53 ET",US,USD,,,1.03,0.94,0.05,,,,0.11,0.01,,,,,,,2.14
Sell,SVIX250620C21000,SVIX 250620 21.00C,3.85,5,19.25,Cancelled,0@0.0,"Apr 9, 2025 13:26:42 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,SVIX250620C21000,SVIX 250620 21.00C,1.28,5,6.4,Cancelled,0@0.0,"Apr 9, 2025 10:29:46 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,Trigger MKT price,22,,Cancelled,0@0.0,"Apr 9, 2025 08:41:24 ET",Stop,Day,,Regular Trading Hours,167.5,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,Trigger MKT price,19,,Cancelled,0@0.0,"Apr 9, 2025 08:41:18 ET",Stop,Day,,Regular Trading Hours,167.5,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,NVDA,NVIDIA,Market Price,21,,Filled,21@104.65,"Apr 8, 2025 12:52:09 ET",Stop,Day,,Regular Trading Hours,98.0,,US,USD,,20,91.05,1821.0,"Apr 8, 2025 15:02:34 ET",US,USD,,,0.95,1.02,0.06,,,,0.05,0.01,,,,,,,2.09
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,8.25,216,1782.0,Cancelled,0@0.0,"Apr 8, 2025 12:02:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,92,,Filled,109@7.53,"Apr 8, 2025 11:53:06 ET",Market,Day,,Regular Trading Hours,,,US,USD,,96,7.53,722.88,"Apr 8, 2025 11:53:07 ET",US,USD,,,1.04,1.04,0.27,,,,0.02,0.02,,,,,,,2.39
Buy,SVIX250620C21000,SVIX 250620 21.00C,0.58,5,2.9,Filled,5@0.54,"Apr 8, 2025 11:42:22 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,0.55,1.1,"Apr 8, 2025 11:42:26 ET",US,USD,,,3.45,1.64,,0.07,0.1,0.92,,,,,,,,,6.18
,,,,,,,,,,,,,,,,,,3,0.54,1.62,"Apr 8, 2025 11:42:26 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,SVIX,-1x Short VIX Futures ETF,12.6,101,1272.6,Filled,98@11.91,"Apr 8, 2025 11:41:09 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,109,13.52,1473.68,"Apr 8, 2025 11:41:44 ET",US,USD,,,0.97,0.9,0.28,,,,,,,,,,,,2.15
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,8.21,104,853.84,Filled,95@8.05,"Apr 8, 2025 11:39:39 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,97,7.57,734.29,"Apr 8, 2025 11:39:40 ET",US,USD,,,1.06,0.9,0.32,,,,,,,,,,,,2.28
Buy,AAPL,Apple,178.55,22,3928.1,Filled,21@188.58,"Apr 8, 2025 11:26:34 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,2,164.43,328.86,"Apr 8, 2025 12:31:32 ET",US,USD,,,0.93,1.03,0.06,,,,,,,,,,,,2.02
,,,,,,,,,,,,,,,,,,19,192.66,3660.54,"Apr 8, 2025 12:31:29 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,AAPL250718C205000,AAPL 250718 205.00C,Market Price,1,,Filled,1@7.05,"Apr 8, 2025 11:23:21 ET",Market,Day,,Regular Trading Hours,,,US,USD,,1,6.58,6.58,"Apr 8, 2025 11:23:22 ET",US,USD,,,1.91,0.28,,0.01,0.02,0.17,0.02,0.01,,,,,,,2.42
Buy,AAPL250718C205000,AAPL 250718 205.00C,6.81,1,6.81,Filled,1@7.78,"Apr 8, 2025 11:22:47 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,6.85,6.85,"Apr 8, 2025 11:22:47 ET",US,USD,,,2.04,0.32,,0.01,0.02,0.2,,,,,,,,,2.59
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,431,,Filled,414@8.02,"Apr 8, 2025 10:50:23 ET",Market,Day,,Regular Trading Hours,,,US,USD,,397,7.75,3076.75,"Apr 8, 2025 10:50:24 ET",US,USD,,,2.01,2.12,1.19,,,,0.1,0.07,,,,,,,5.49
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,7.71,374,2883.54,Cancelled,0@0.0,"Apr 8, 2025 10:50:13 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,AAPL,Apple,Market Price,38,,Filled,35@196.11,"Apr 8, 2025 10:47:19 ET",Market,Day,,Regular Trading Hours,,,US,USD,,36,171.67,6180.12,"Apr 8, 2025 10:47:20 ET",US,USD,,,0.94,1.1,0.11,,,,0.16,0.01,,,,,,,2.32
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,8.26,220,1817.2,Filled,184@8.66,"Apr 8, 2025 10:44:57 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,194,8.79,1705.26,"Apr 8, 2025 10:44:58 ET",US,USD,,,1.01,0.98,0.64,,,,,,,,,,,,2.63
Buy,AAPL,Apple,206.32,24,4951.68,Filled,24@183.76,"Apr 8, 2025 10:43:28 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,23,190.6,4383.8,"Apr 8, 2025 10:43:28 ET",US,USD,,,0.93,0.97,0.07,,,,,,,,,,,,1.97
Buy,AAPL,Apple,196.45,10,1964.5,Filled,10@185.19,"Apr 8, 2025 10:43:06 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,198.87,1988.7,"Apr 8, 2025 10:43:06 ET",US,USD,,,0.89,1.01,0.03,,,,,,,,,,,,1.93
Sell,AAPL250718C205000,AAPL 250718 205.00C,8.86,1,8.86,Filled,1@8.3,"Apr 8, 2025 10:33:52 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,8.16,8.16,"Apr 8, 2025 10:34:09 ET",US,USD,,,1.81,0.31,,0.01,0.02,0.18,0.02,0.01,,,,,,,2.36
Buy,AAPL250718C205000,AAPL 250718 205.00C,8.34,1,8.34,Filled,1@7.42,"Apr 8, 2025 10:17:59 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,8.6,8.6,"Apr 8, 2025 10:18:12 ET",US,USD,,,2.0,0.27,,0.01,0.02,0.18,,,,,,,,,2.48
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,6.85,217,1486.45,Filled,206@6.64,"Apr 7, 2025 11:25:25 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,188,7.15,1344.2,"Apr 7, 2025 11:25:26 ET",US,USD,,,0.93,0.94,0.65,,,,,,,,,,,,2.52
Buy,NVDA,NVIDIA,Market Price,22,,Filled,21@101.61,"Apr 7, 2025 11:20:10 ET",Market,Day,,Regular Trading Hours,,,US,USD,,19,87.51,1662.69,"Apr 7, 2025 11:20:10 ET",US,USD,,,0.91,0.96,0.05,,,,,,,,,,,,1.92
Buy,NVDA,NVIDIA,95.65,18,1721.7,Cancelled,0@0.0,"Apr 7, 2025 11:20:05 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TQQQ,ProShares UltraPro QQQ ETF,Market Price,20,,Filled,21@36.33,"Apr 7, 2025 11:19:40 ET",Market,Day,,Regular Trading Hours,,,US,USD,,21,39.74,834.54,"Apr 7, 2025 11:19:41 ET",US,USD,,,0.94,1.06,0.06,,,,0.02,0.01,,,,,,,2.09
Sell,NVDL,GraniteShares 2x Long NVDA Daily ETF,Market Price,28,,Filled,30@25.97,"Apr 7, 2025 11:18:37 ET",Market,Day,,Regular Trading Hours,,,US,USD,,29,29.83,865.07,"Apr 7, 2025 11:18:37 ET",US,USD,,,1.03,0.96,0.09,,,,0.02,0.01,,,,,,,2.11
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,219,,Filled,219@6.6,"Apr 7, 2025 11:18:14 ET",Market,Day,,Regular Trading Hours,,,US,USD,,203,6.59,1337.77,"Apr 7, 2025 11:18:14 ET",US,USD,,,1.03,1.0,0.6,,,,0.04,0.03,,,,,,,2.7
Sell,NVDA,NVIDIA,Market Price,24,,Filled,24@96.92,"Apr 7, 2025 11:18:03 ET",Market,Day,,Regular Trading Hours,,,US,USD,,25,99.56,2489.0,"Apr 7, 2025 11:18:03 ET",US,USD,,,0.94,0.96,0.09,,,,0.07,0.01,,,,,,,2.07
Buy,TQQQ,ProShares UltraPro QQQ ETF,35.53,22,781.66,Filled,20@37.21,"Apr 7, 2025 10:37:24 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,20,42.17,843.4,"Apr 7, 2025 10:37:24 ET",US,USD,,,0.92,0.9,0.05,,,,,,,,,,,,1.87
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,101,,Filled,99@8.3,"Apr 7, 2025 10:21:18 ET",Market,Day,,Regular Trading Hours,,,US,USD,,97,7.86,762.42,"Apr 7, 2025 10:21:18 ET",US,USD,,,0.99,1.04,0.31,,,,0.02,0.02,,,,,,,2.38
Sell,NVDL,GraniteShares 2x Long NVDA Daily ETF,Market Price,20,,Filled,20@31.11,"Apr 7, 2025 10:21:05 ET",Market,Day,,Regular Trading Hours,,,US,USD,,21,28.8,604.8,"Apr 7, 2025 10:21:05 ET",US,USD,,,0.96,0.97,0.06,,,,0.02,0.01,,,,,,,2.02
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,7.57,109,825.13,Cancelled,0@0.0,"Apr 7, 2025 10:20:40 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,89.64,11,986.04,Filled,10@83.96,"Apr 7, 2025 09:52:43 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,9,99.32,893.88,"Apr 7, 2025 09:52:44 ET",US,USD,,,0.95,1.04,0.03,,,,,,,,,,,,2.02
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,7.0,199,1393.0,Filled,200@7.1,"Apr 7, 2025 09:50:36 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,184,6.28,1155.52,"Apr 7, 2025 09:50:37 ET",US,USD,,,1.05,1.02,0.55,,,,,,,,,,,,2.62
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,35.9,19,682.1,Filled,18@34.2,"Apr 7, 2025 09:30:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,21,34.66,727.86,"Apr 7, 2025 09:30:45 ET",US,USD,,,1.09,0.91,0.06,,,,,,,,,,,,2.06
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,6.81,92,626.52,Filled,101@6.17,"Apr 7, 2025 09:20:45 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,99,6.73,666.27,"Apr 7, 2025 09:20:46 ET",US,USD,,,0.98,0.94,0.32,,,,,,,,,,,,2.24
Buy,NVDL,GraniteShares 2x Long NVDA Daily ETF,24.5,47,1151.5,Filled,46@25.29,"Apr 7, 2025 09:20:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,46,25.69,1181.74,"Apr 7, 2025 09:20:10 ET",US,USD,,,1.05,0.97,0.15,,,,,,,,,,,,2.17
Buy,NVDA,NVIDIA,84.72,10,847.2,Filled,10@86.36,"Apr 7, 2025 09:13:46 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,11,89.7,986.7,"Apr 7, 2025 09:13:47 ET",US,USD,,,0.96,0.97,0.03,,,,,,,,,,,,1.96
Buy,09988,BABA-W,103.44,95,9826.8,Filled,100@97.9,"Apr 7, 2025 14:38:01 HKT",Limit,Day,Allow,,,,HK,HKD,,99,112.52,11139.48,"Apr 7, 2025 14:38:01 HKT",HK,HKD,,,3.33,15.52,2.04,,,,,,11.99,0.58,0.3,0.02,,,33.78
Buy,09988,BABA-W,104.24,187,19492.88,Cancelled,0@0.0,"Apr 7, 2025 14:13:10 HKT",Limit,Day,Allow,,,,HK,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,09988,BABA-W,116.51,105,12233.55,Filled,103@119.91,"Apr 7, 2025 10:23:50 HKT",Limit,Day,Allow,,,,HK,HKD,,90,100.62,9055.8,"Apr 7, 2025 10:23:52 HKT",HK,HKD,,,3.6,16.25,2.13,,,,,,11.74,0.65,0.28,0.02,,,34.67
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.21,212,1104.52,Filled,195@5.07,"Apr 4, 2025 15:28:10 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,218,5.1,1111.8,"Apr 4, 2025 15:28:11 ET",US,USD,,,0.9,1.06,0.55,,,,,,,,,,,,2.51
Sell,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.07,507,2570.49,Filled,472@5.5,"Apr 4, 2025 15:27:39 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,470,5.67,2664.9,"Apr 4, 2025 15:27:39 ET",US,USD,,,2.59,2.57,1.5,,,,0.09,0.08,,,,,,,6.83
Buy,NVDA,NVIDIA,88.27,16,1412.32,Cancelled,0@0.0,"Apr 4, 2025 13:14:05 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,92.5,9,832.5,Cancelled,0@0.0,"Apr 4, 2025 13:13:53 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,NVDA,NVIDIA,90.9,5,454.5,Filled,5@96.25,"Apr 4, 2025 13:13:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,5,85.83,429.15,"Apr 4, 2025 13:13:37 ET",US,USD,,,0.91,1.0,0.02,,,,,,,,,,,,1.93
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,40.8,43,1754.4,Filled,40@39.55,"Apr 4, 2025 10:05:42 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,37,36.62,1354.94,"Apr 4, 2025 10:05:42 ET",US,USD,,,0.98,1.03,0.11,,,,,,,,,,,,2.12
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,40.26,43,1731.18,Filled,42@35.37,"Apr 4, 2025 10:05:27 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,41,39.35,1613.35,"Apr 4, 2025 10:05:28 ET",US,USD,,,0.93,1.08,0.13,,,,,,,,,,,,2.14
Sell,SVXY,ProShares Short VIX Short-Term Futures ETF,39.65,40,1586.0,Filled,42@36.23,"Apr 4, 2025 10:05:25 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,37,38.73,1433.01,"Apr 4, 2025 10:05:26 ET",US,USD,,,1.06,1.01,0.12,,,,0.04,0.01,,,,,,,2.24
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,36.73,60,2203.8,Filled,63@41.38,"Apr 4, 2025 09:14:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,71,37.46,2659.66,"Apr 4, 2025 09:14:35 ET",US,USD,,,1.05,0.97,0.21,,,,,,,,,,,,2.23
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,36.65,41,1502.65,Filled,44@37.38,"Apr 4, 2025 09:04:44 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,38,42.86,1628.68,"Apr 4, 2025 09:04:44 ET",US,USD,,,1.05,1.06,0.13,,,,,,,,,,,,2.24
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,35.22,56,1972.32,Cancelled,0@0.0,"Apr 4, 2025 09:04:15 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,SVXY,ProShares Short VIX Short-Term Futures ETF,36.64,14,512.96,Filled,15@40.15,"Apr 4, 2025 08:56:25 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,15,38.83,582.45,"Apr 4, 2025 08:56:25 ET",US,USD,,,0.92,0.98,0.05,,,,,,,,,,,,1.95
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.31,386,2049.66,Filled,364@4.98,"Apr 4, 2025 08:34:35 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,380,5.29,2010.2,"Apr 4, 2025 08:34:35 ET",US,USD,,,2.07,2.1,1.16,,,,,,,,,,,,5.33
Buy,MSTU,T-Rex 2X Long MSTR Daily Target ETF,5.62,95,533.9,Filled,93@5.48,"Apr 4, 2025 08:32:55 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,97,5.36,519.92,"Apr 4, 2025 08:32:55 ET",US,USD,,,0.94,1.07,0.33,,,,,,,,,,,,2.34
Sell,TSLA250417C265000,TSLA 250417 265.00C,17.33,1,17.33,Filled,1@17.46,"Apr 3, 2025 12:22:33 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,17.43,17.43,"Apr 3, 2025 12:22:33 ET",US,USD,,,2.1,0.29,,0.01,0.02,0.17,0.05,0.01,,,,,,,2.65
Sell,TSLA250417C265000,TSLA 250417 265.00C,18.23,1,18.23,Filled,1@17.41,"Apr 3, 2025 12:18:10 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,1,19.32,19.32,"Apr 3, 2025 12:18:14 ET",US,USD,,,1.97,0.31,,0.01,0.02,0.19,0.05,0.01,,,,,,,2.56
Sell,PLTR,Palantir,87.23,26,2267.98,Filled,27@83.31,"Apr 3, 2025 12:08:15 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,24,91.14,2187.36,"Apr 3, 2025 12:08:15 ET",US,USD,,,1.04,0.96,0.08,,,,0.07,0.01,,,,,,,2.16
Buy,TSLA250417C265000,TSLA 250417 265.00C,16.48,2,32.96,Filled,2@18.54,"Apr 3, 2025 12:05:41 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,2,18.08,36.16,"Apr 3, 2025 12:05:42 ET",US,USD,,,1.8,0.6,,0.03,0.04,0.34,,,,,,,,,2.81
Buy,PLTR,Palantir,87.71,10,877.1,Filled,10@77.78,"Apr 3, 2025 11:36:52 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,88.94,889.4,"Apr 3, 2025 11:36:52 ET",US,USD,,,0.98,0.94,0.03,,,,,,,,,,,,1.95
Buy,PLTR,Palantir,84.12,16,1345.92,Filled,15@91.4,"Apr 3, 2025 11:36:17 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,14,87.93,1231.02,"Apr 3, 2025 11:45:37 ET",US,USD,,,1.04,1.04,0.05,,,,,,,,,,,,2.13
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,9.41,271,2550.11,Filled,320@10.1,"Apr 3, 2025 08:40:36 ET",Limit,Day,,24 Hour Trading,,,US,USD,,309,9.35,2889.15,"Apr 3, 2025 08:40:36 ET",US,USD,,,1.48,1.59,0.95,,,,0.08,0.05,,,,,,,4.15
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.31,206,2123.86,Filled,211@9.9,"Apr 3, 2025 06:45:41 ET",Limit,Day,,24 Hour Trading,,,US,USD,,208,9.9,2059.2,"Apr 3, 2025 07:01:01 ET",US,USD,,,1.09,1.08,0.63,,,,,,,,,,,,2.8
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.01,104,937.04,Filled,103@10.91,"Apr 3, 2025 06:04:05 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,90,9.46,851.4,"Apr 3, 2025 07:01:01 ET",US,USD,,,0.98,0.97,0.31,,,,,,,,,,,,2.26
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,10.74,639,6862.86,Filled,649@10.23,"Apr 3, 2025 06:02:37 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,697,9.9,6900.3,"Apr 3, 2025 06:02:37 ET",US,USD,,,3.55,3.83,2.03,,,,0.2,0.13,,,,,,,9.74
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,10.82,185,2001.7,Filled,201@9.35,"Apr 3, 2025 06:01:19 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,185,10.18,1883.3,"Apr 3, 2025 06:01:19 ET",US,USD,,,0.95,0.96,0.55,,,,0.06,0.03,,,,,,,2.55
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,9.42,192,1808.64,Cancelled,0@0.0,"Apr 3, 2025 06:01:01 ET",Limit,Day,,Regular Trading Hours,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Trigger MKT price,392,,Cancelled,0@0.0,"Apr 3, 2025 04:43:12 ET",Stop,Day,,Regular Trading Hours,10.3,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,9.87,200,1974.0,Cancelled,0@0.0,"Apr 3, 2025 02:09:58 ET",Limit,Day,,24 Hour Trading,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.63,216,2080.08,Filled,217@11.0,"Apr 2, 2025 12:51:14 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,82,10.13,830.66,"Apr 2, 2025 16:30:16 ET",US,USD,,,0.95,0.91,0.56,,,,,,,,,,,,2.42
,,,,,,,,,,,,,,,,,,117,9.47,1107.99,"Apr 2, 2025 16:30:16 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,11.09,728,8073.52,Filled,698@10.18,"Apr 2, 2025 12:13:11 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,631,10.01,6316.31,"Apr 2, 2025 16:30:37 ET",US,USD,,,3.52,3.84,2.06,,,,,,,,,,,,9.42
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,10.2,192,1958.4,Cancelled,0@0.0,"Apr 2, 2025 11:44:09 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,369,,Filled,434@9.98,"Apr 2, 2025 11:30:46 ET",Market,Day,,Regular Trading Hours,,,US,USD,,416,11.02,4584.32,"Apr 2, 2025 11:30:46 ET",US,USD,,,1.78,2.05,1.25,,,,0.13,0.07,,,,,,,5.28
Sell,01810,XIAOMI-W,Market Price,217,,Filled,203@46.6,"Apr 2, 2025 15:33:29 HKT",Market,Day,,,,,HK,HKD,,213,43.43,9250.59,"Apr 2, 2025 15:33:29 HKT",HK,HKD,,,3.26,16.03,2.02,,,,,,8.38,0.53,0.22,0.01,,,30.45
Buy,01810,XIAOMI-W,42.64,192,8186.88,Filled,185@45.79,"Apr 2, 2025 10:56:20 HKT",Limit,Day,Allow,,,,HK,HKD,,220,43.6,9592.0,"Apr 2, 2025 10:56:20 HKT",HK,HKD,,,3.01,15.21,1.98,,,,,,9.16,0.54,0.26,0.01,,,30.17
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,Market Price,205,,Filled,204@10.99,"Apr 1, 2025 14:51:01 ET",Market,Day,,Regular Trading Hours,,,US,USD,,197,11.07,2180.79,"Apr 1, 2025 14:51:01 ET",US,USD,,,0.94,0.98,0.65,,,,,,,,,,,,2.57
Buy,TSLL,Direxion Daily TSLA Bull 2X Shares,9.69,189,1831.41,Filled,200@9.96,"Apr 1, 2025 14:50:50 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,69,9.32,643.08,"Apr 1, 2025 14:51:03 ET",US,USD,,,1.02,1.02,0.55,,,,,,,,,,,,2.59
,,,,,,,,,,,,,,,,,,114,10.88,1240.32,"Apr 1, 2025 14:51:03 ET",US,USD,,,,,,,,,,,,,,,,,0.0
Sell,PLTR,Palantir,Market Price,9,,Filled,11@91.73,"Apr 1, 2025 11:38:40 ET",Market,Day,,Regular Trading Hours,,,US,USD,,10,77.8,778.0,"Apr 1, 2025 11:38:40 ET",US,USD,,,0.93,1.07,0.03,,,,0.02,0.01,,,,,,,2.06
Sell,PLTR,Palantir,90.96,9,818.64,Filled,11@81.19,"Apr 1, 2025 11:21:13 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,10,78.18,781.8,"Apr 1, 2025 11:21:31 ET",US,USD,,,1.07,1.05,0.03,,,,0.02,0.01,,,,,,,2.18
Buy,PLTR,Palantir,83.25,21,1748.25,Filled,22@91.88,"Apr 1, 2025 10:46:01 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,18,87.99,1583.82,"Apr 1, 2025 10:46:10 ET",US,USD,,,1.06,1.04,0.06,,,,,,,,,,,,2.16
Sell,TSLL,Direxion Daily TSLA Bull 2X Shares,10.3,102,1050.6,Filled,99@9.0,"Apr 1, 2025 10:07:06 ET",Limit,Day,,RTH + Pre/Post-Mkt,,,US,USD,,96,10.32,990.72,"Apr 1, 2025 10:07:10 ET",US,USD,,,0.93,0.96,0.32,,,,0.03,0.02,,,,,,,2.26
