方向,代码,名称,订单价格,订单数量,订单金额,交易状态,已成交@均价,下单时间,订单类型,期限,盘前竞价,时段,触发价,允许开仓,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场.1,币种.1,对手经纪,备注,佣金,平台使用费,交收费,印花税,交易费,证监会征费,财汇局征费,期权监管费,期权清算费,期权交收费,证监会规费,交易活动费,交易系统使用费,综合审计跟踪监管费,合计费用
卖出,SVIX250620C21000,SVIX 250620 21.00C,市价,5,,下单失败,0@0.0,2025/05/13 13:20:19 (美东),市价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,TSLA,特斯拉,351.4,14,4919.6,全部成交,12@328.91,2025/05/13 13:02:21 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,13,354.86,4613.18,2025/05/13 13:02:27 (美东),美股,USD,,,0.98,1.09,0.04,,,,,,,,,,,,2.11
买入,AAPL260116C235000,AAPL 260116 235.00C,10.12,2,20.24,全部成交,2@10.45,2025/05/13 12:07:30 (美东),限价单,当日有效,,,,,美股,USD,,2,10.16,20.32,2025/05/13 12:07:30 (美东),美股,USD,,,1.95,0.63,,,,,,0.03,0.04,0.38,,,,,3.03
买入,AAPL,苹果,229.87,14,3218.18,全部成交,14@191.79,2025/05/13 08:31:12 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,16,224.98,3599.68,2025/05/13 08:31:22 (美东),美股,USD,,,0.91,1.01,0.05,,,,,,,,,,,,1.97
卖出,GOOGL260116C180000,GOOGL 260116 180.00C,7.72,1,7.72,全部成交,1@8.5,2025/05/12 09:53:30 (美东),限价单,当日有效,,,,,美股,USD,,1,8.81,8.81,2025/05/12 09:53:30 (美东),美股,USD,,,1.99,0.32,,,,,,0.01,0.02,0.19,0.02,0.01,,,2.56
买入,AAPL,苹果,187.71,5,938.55,全部成交,5@199.4,2025/05/12 09:51:59 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,5,193.89,969.45,2025/05/12 09:52:00 (美东),美股,USD,,,1.04,1.07,0.02,,,,,,,,,,,,2.13
卖出,TSLL,2倍做多TSLA ETF-Direxion,13.2,106,1399.2,全部成交,107@13.66,2025/05/12 09:41:35 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,98,11.28,1105.44,2025/05/12 09:41:46 (美东),美股,USD,,,1.01,0.92,0.27,,,,,,,,0.03,0.02,,,2.25
卖出,SVXY,做空波动率指数短期期货ETF-ProShares,38.24,161,6156.64,全部成交,136@36.71,2025/05/12 09:30:41 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,135,37.07,5004.45,2025/05/12 09:30:48 (美东),美股,USD,,,0.93,1.08,0.47,,,,,,,,0.16,0.02,,,2.66
卖出,AMZN250815C215000,AMZN 250815 215.00C,5.83,1,5.83,全部成交,1@5.95,2025/05/08 11:56:53 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,5.37,5.37,2025/05/08 11:56:53 (美东),美股,USD,,,2.03,0.31,,,,,,0.01,0.02,0.18,0.02,0.01,,,2.58
卖出,SVIX,1倍做空短期期货恐慌指数ETF,14.27,51,727.77,全部成交,50@14.2,2025/05/08 11:54:43 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,51,13.34,680.34,2025/05/08 11:54:43 (美东),美股,USD,,,1.04,1.1,0.15,,,,,,,,0.02,0.01,,,2.32
买入,TSLL,2倍做多TSLA ETF-Direxion,10.21,61,622.81,全部成交,62@10.82,2025/05/08 11:24:45 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,13,10.1,131.3,2025/05/08 16:00:38 (美东),美股,USD,,,0.96,1.05,0.2,,,,,,,,,,,,2.21
,,,,,,,,,,,,,,,,,,48,9.46,454.08,2025/05/08 16:00:38 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,TSLL,2倍做多TSLA ETF-Direxion,10.96,66,723.36,全部成交,61@9.4,2025/05/08 11:21:37 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,61,10.87,663.07,2025/05/08 11:21:38 (美东),美股,USD,,,0.96,1.05,0.19,,,,,,,,,,,,2.2
买入,GOOGL260116C180000,GOOGL 260116 180.00C,8.32,1,8.32,全部成交,1@8.47,2025/05/08 10:24:02 (美东),限价单,当日有效,,,,,美股,USD,,1,8.44,8.44,2025/05/08 10:24:02 (美东),美股,USD,,,2.12,0.3,,,,,,0.01,0.02,0.17,,,,,2.62
买入,TSM,台积电,172.0,11,1892.0,全部成交,10@172.88,2025/05/08 10:02:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,11,163.29,1796.19,2025/05/08 10:02:47 (美东),美股,USD,,,1.01,0.96,0.03,,,,,,,,,,,,2.0
卖出,SVXY,做空波动率指数短期期货ETF-ProShares,34.83,50,1741.5,全部成交,46@37.85,2025/05/08 10:02:26 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,54,37.24,2010.96,2025/05/08 10:02:27 (美东),美股,USD,,,1.04,0.99,0.15,,,,,,,,0.05,0.01,,,2.24
卖出,HIMS,Hims & Hers Health,57.0,47,2679.0,全部成交,54@58.28,2025/05/08 10:01:52 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,52,50.14,2607.28,2025/05/08 10:01:54 (美东),美股,USD,,,1.07,1.08,0.16,,,,,,,,0.08,0.01,,,2.4
买入,TSLL,2倍做多TSLA ETF-Direxion,8.71,183,1593.93,全部成交,195@9.03,2025/05/07 11:11:56 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,209,8.72,1822.48,2025/05/07 11:11:56 (美东),美股,USD,,,1.02,1.05,0.65,,,,,,,,,,,,2.72
卖出,HIMS,Hims & Hers Health,触及市价,53,,已撤单,0@0.0,2025/05/06 14:35:43 (美东),止损市价单,当日有效,,盘中,48.2,允许,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,HIMS,Hims & Hers Health,42.95,50,2147.5,全部成交,49@39.53,2025/05/06 10:07:37 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,48,44.88,2154.24,2025/05/06 10:07:38 (美东),美股,USD,,,0.92,1.03,0.16,,,,,,,,,,,,2.11
买入,AMZN,亚马逊,184.6,11,2030.6,全部成交,9@191.03,2025/05/02 09:55:46 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,177.04,1593.36,2025/05/02 09:55:46 (美东),美股,USD,,,0.93,0.91,0.03,,,,,,,,,,,,1.87
买入,09988,阿里巴巴-W,131.31,98,12868.38,全部成交,95@128.56,2025/05/02 14:58:14 (香港),限价单,当日有效,允许,,,,港股,HKD,,99,127.32,12604.68,2025/05/02 14:58:14 (香港),港股,HKD,,,3.47,15.44,1.98,14.17,0.64,0.32,0.02,,,,,,,,36.04
买入,TSLA260116C500000,TSLA 260116 500.00C,14.74,1,14.74,下单失败,0@0.0,2025/05/01 13:15:26 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,AMZN,亚马逊,180.16,10,1801.6,全部成交,11@200.46,2025/05/01 12:14:42 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,202.1,1818.9,2025/05/01 12:14:44 (美东),美股,USD,,,0.98,0.97,0.03,,,,,,,,,,,,1.98
卖出,TSM250815C170000,TSM 250815 170.00C,14.86,1,14.86,全部成交,1@17.68,2025/05/01 09:38:37 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,17.1,17.1,2025/05/01 09:38:37 (美东),美股,USD,,,1.93,0.3,,,,,,0.01,0.02,0.19,0.04,0.01,,,2.5
卖出,AMZN250815C215000,AMZN 250815 215.00C,5.66,1,5.66,全部成交,1@6.42,2025/05/01 09:31:33 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,6.32,6.32,2025/05/01 09:31:37 (美东),美股,USD,,,2.05,0.31,,,,,,0.01,0.02,0.17,0.02,0.01,,,2.59
买入,AMZN250815C215000,AMZN 250815 215.00C,5.04,1,5.04,全部成交,1@4.92,2025/04/29 10:32:48 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,5.6,5.6,2025/04/29 10:32:49 (美东),美股,USD,,,1.96,0.32,,,,,,0.01,0.02,0.17,,,,,2.48
买入,AMZN250815C215000,AMZN 250815 215.00C,5.43,1,5.43,全部成交,1@5.48,2025/04/25 10:44:15 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,6.31,6.31,2025/04/25 10:44:15 (美东),美股,USD,,,1.9,0.3,,,,,,0.01,0.02,0.19,,,,,2.42
卖空,01024,快手-W,47.98,632,30323.36,下单失败,0@0.0,2025/04/25 00:42:08 (香港),限价单,当日有效,允许,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,NVDA,英伟达,89.96,23,2069.08,已撤单,0@0.0,2025/04/24 12:24:50 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,SVXY,做空波动率指数短期期货ETF-ProShares,35.19,48,1689.12,全部成交,45@35.5,2025/04/23 10:19:27 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,50,35.8,1790.0,2025/04/23 10:19:28 (美东),美股,USD,,,0.97,0.9,0.16,,,,,,,,0.05,0.01,,,2.09
卖出,SVIX,1倍做空短期期货恐慌指数ETF,11.78,48,565.44,全部成交,52@11.39,2025/04/23 10:19:10 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,45,11.54,519.3,2025/04/23 10:26:06 (美东),美股,USD,,,1.05,1.01,0.14,,,,,,,,0.02,0.01,,,2.23
卖出,QQQ250630C460/465, 垂直策略,2.66,2组,,全部成交,2组@2.85,2025/04/23 10:10:48 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,3.61,1.08,,,,,,0.06,0.08,0.73,0.15,0.01,,,5.72
卖出,QQQ250630C460000,,,2,,,,,,,,,,,,,,2,22.17,44.34,2025/04/23 10:12:44 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,QQQ250630C465000,,,2,,,,,,,,,,,,,,2,19.37,38.74,2025/04/23 10:12:44 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,TSM250620C170000,TSM 250620 170.00C,5.11,2,10.22,全部成交,2@5.11,2025/04/23 10:10:19 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,5.27,10.54,2025/04/23 10:10:26 (美东),美股,USD,,,2.17,0.64,,,,,,0.03,0.04,0.33,0.03,0.01,,,3.25
买入,TSM250815C170000,TSM 250815 170.00C,7.87,1,7.87,全部成交,1@7.44,2025/04/17 11:22:06 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,8.48,8.48,2025/04/17 11:22:07 (美东),美股,USD,,,1.96,0.27,,,,,,0.01,0.02,0.19,,,,,2.45
买入,QQQ250630C460/465, 垂直策略,2.44,2组,,已撤单,0组@0.00,2025/04/14 12:00:13 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,QQQ250630C460000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,QQQ250630C465000,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,QQQ250630C460/465, 垂直策略,2.6,2组,,全部成交,2组@2.85,2025/04/14 11:59:39 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,3.71,1.13,,,,,,0.07,0.09,0.68,0.13,0.01,,,5.82
买入,QQQ250630C460000,,,2,,,,,,,,,,,,,,2,26.23,52.46,2025/04/14 12:00:02 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,QQQ250630C465000,,,2,,,,,,,,,,,,,,2,20.78,41.56,2025/04/14 12:00:02 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,QQQ250414C458/463, 垂直策略,1.09,3组,,全部成交,3组@1.11,2025/04/14 11:58:30 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,4.13,1.77,,,,,,0.07,0.13,0.98,0.01,0.01,,,7.1
卖出,QQQ250414C458000,,,3,,,,,,,,,,,,,,3,1.39,4.17,2025/04/14 11:58:37 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,QQQ250414C463000,,,3,,,,,,,,,,,,,,3,0.33,0.99,2025/04/14 11:58:37 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,QQQ250414C458/463, 垂直策略,1.2,3组,,全部成交,3组@1.23,2025/04/14 11:57:50 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,4.25,1.71,,,,,,0.08,0.12,1.02,0.01,0.01,,,7.2
买入,QQQ250414C458000,,,3,,,,,,,,,,,,,,3,1.57,4.71,2025/04/14 11:57:51 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,QQQ250414C463000,,,3,,,,,,,,,,,,,,3,0.41,1.23,2025/04/14 11:57:51 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,TSM250620P170000,TSM 250620 170.00P,19.6,1,19.6,全部成交,1@18.96,2025/04/14 11:41:41 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,19.31,19.31,2025/04/14 11:41:45 (美东),美股,USD,,,1.98,0.28,,,,,,0.01,0.02,0.17,0.06,0.01,,,2.53
买入,TSM250620C170000,TSM 250620 170.00C,5.84,2,11.68,全部成交,2@6.04,2025/04/14 11:41:02 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,5.68,11.36,2025/04/14 11:41:02 (美东),美股,USD,,,1.82,0.62,,,,,,0.03,0.04,0.33,,,,,2.84
买入,TSM250620P170000,TSM 250620 170.00P,18.04,1,18.04,全部成交,1@17.97,2025/04/14 10:27:51 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,19.13,19.13,2025/04/14 10:27:51 (美东),美股,USD,,,2.06,0.29,,,,,,0.01,0.02,0.19,,,,,2.57
买入,SVXY,做空波动率指数短期期货ETF-ProShares,36.29,49,1778.21,已撤单,0@0.0,2025/04/11 15:01:36 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,NVDA250620C113/120, 垂直策略,2.91,1组,,全部成交,1组@3.15,2025/04/11 14:34:17 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,3.66,0.59,,,,,,0.02,0.04,0.36,0.03,0.01,,,4.71
卖出,NVDA250620C113000,,,1,,,,,,,,,,,,,,1,9.75,9.75,2025/04/11 15:55:03 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,NVDA250620C120000,,,1,,,,,,,,,,,,,,1,7.73,7.73,2025/04/11 15:55:03 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,MSTU,2倍做多MSTR ETF-T-Rex,5.03,94,472.82,全部成交,108@5.05,2025/04/11 14:32:47 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,102,5.67,578.34,2025/04/11 14:33:02 (美东),美股,USD,,,1.06,1.03,0.3,,,,,,,,0.01,0.02,,,2.42
买入,SVXY,做空波动率指数短期期货ETF-ProShares,34.66,49,1698.34,已撤单,0@0.0,2025/04/11 14:31:59 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,SVXY,做空波动率指数短期期货ETF-ProShares,市价,46,,全部成交,52@37.54,2025/04/11 13:55:17 (美东),市价单,当日有效,,盘中,,,美股,USD,,45,36.78,1655.1,2025/04/11 13:55:17 (美东),美股,USD,,,1.05,1.05,0.16,,,,,,,,0.05,0.01,,,2.32
卖出,SVXY,做空波动率指数短期期货ETF-ProShares,35.16,50,1758.0,已撤单,0@0.0,2025/04/11 13:55:01 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,MSTU,2倍做多MSTR ETF-T-Rex,5.15,92,473.8,全部成交,106@4.95,2025/04/11 13:11:51 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,106,4.82,510.92,2025/04/11 13:11:52 (美东),美股,USD,,,0.89,1.01,0.33,,,,,,,,0.01,0.02,,,2.26
卖出,TQQQ,三倍做多纳指ETF-ProShares,48.45,30,1453.5,全部成交,31@46.37,2025/04/11 11:38:22 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,27,43.05,1162.35,2025/04/11 11:38:26 (美东),美股,USD,,,0.95,0.97,0.08,,,,,,,,0.04,0.01,,,2.05
卖出,TQQQ,三倍做多纳指ETF-ProShares,市价,28,,全部成交,29@48.33,2025/04/11 10:01:01 (美东),市价单,当日有效,,盘中,,,美股,USD,,32,45.71,1462.72,2025/04/11 10:01:01 (美东),美股,USD,,,1.0,1.08,0.09,,,,,,,,0.04,0.01,,,2.22
卖出,TQQQ,三倍做多纳指ETF-ProShares,市价,92,,下单失败,0@0.0,2025/04/11 10:00:53 (美东),市价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,TQQQ,三倍做多纳指ETF-ProShares,市价,30,,全部成交,30@41.88,2025/04/11 09:36:15 (美东),市价单,当日有效,,盘中,,,美股,USD,,30,42.38,1271.4,2025/04/11 09:36:15 (美东),美股,USD,,,0.97,1.07,0.09,,,,,,,,,,,,2.13
买入,TQQQ,三倍做多纳指ETF-ProShares,44.71,28,1251.88,全部成交,32@47.64,2025/04/11 09:36:10 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,32,44.18,1413.76,2025/04/11 09:36:33 (美东),美股,USD,,,0.98,0.93,0.09,,,,,,,,,,,,2.0
卖出,TSLL,2倍做多TSLA ETF-Direxion,市价,413,,全部成交,410@8.07,2025/04/11 09:33:23 (美东),市价单,当日有效,,盘中,,,美股,USD,,416,8.54,3552.64,2025/04/11 09:33:23 (美东),美股,USD,,,1.95,2.11,1.08,,,,,,,,0.08,0.06,,,5.28
卖出,TSLL,2倍做多TSLA ETF-Direxion,7.8,378,2948.4,已撤单,0@0.0,2025/04/11 09:33:12 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
买入,TSLL,2倍做多TSLA ETF-Direxion,7.52,196,1473.92,全部成交,188@7.64,2025/04/11 09:15:07 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,206,7.73,1592.38,2025/04/11 09:15:07 (美东),美股,USD,,,1.08,0.94,0.61,,,,,,,,,,,,2.63
买入,SVXY,做空波动率指数短期期货ETF-ProShares,33.22,77,2557.94,全部成交,88@31.63,2025/04/10 12:33:45 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,79,31.47,2486.13,2025/04/10 12:33:45 (美东),美股,USD,,,0.97,0.94,0.25,,,,,,,,,,,,2.16
买入,TSLL,2倍做多TSLA ETF-Direxion,8.14,197,1603.58,全部成交,210@7.76,2025/04/10 11:44:07 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,196,8.3,1626.8,2025/04/10 11:44:07 (美东),美股,USD,,,1.04,0.91,0.58,,,,,,,,,,,,2.53
买入,NVDA250620C113/120, 垂直策略,3.04,1组,,全部成交,1组@3.05,2025/04/10 10:38:25 (美东),限价单,当日有效,,,,,美股,USD,,,,,,,,,,3.82,0.61,,,,,,0.02,0.04,0.35,0.02,0.01,,,4.87
买入,NVDA250620C113000,,,1,,,,,,,,,,,,,,1,11.0,11.0,2025/04/10 10:38:25 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,NVDA250620C120000,,,1,,,,,,,,,,,,,,1,6.52,6.52,2025/04/10 10:38:25 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,SVXY,做空波动率指数短期期货ETF-ProShares,市价,37,,全部成交,39@38.08,2025/04/10 10:25:14 (美东),市价单,当日有效,,盘中,,,美股,USD,,40,33.76,1350.4,2025/04/10 10:25:14 (美东),美股,USD,,,0.94,1.07,0.11,,,,,,,,,,,,2.12
买入,SVXY,做空波动率指数短期期货ETF-ProShares,34.94,40,1397.6,已撤单,0@0.0,2025/04/10 10:23:55 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,AAPL,苹果,市价,21,,全部成交,19@204.72,2025/04/09 14:46:34 (美东),市价单,当日有效,,盘中,,,美股,USD,,21,181.5,3811.5,2025/04/09 14:46:34 (美东),美股,USD,,,1.02,1.06,0.07,,,,,,,,0.09,0.01,,,2.25
买入,AAPL,苹果,市价,19,,全部成交,21@196.63,2025/04/09 13:33:08 (美东),市价单,当日有效,,盘中,,,美股,USD,,18,178.44,3211.92,2025/04/09 13:33:08 (美东),美股,USD,,,1.01,1.01,0.06,,,,,,,,,,,,2.08
卖出,AAPL,苹果,市价,19,,全部成交,20@174.65,2025/04/09 13:30:53 (美东),市价单,当日有效,,盘中,,,美股,USD,,19,185.55,3525.45,2025/04/09 13:30:53 (美东),美股,USD,,,1.05,1.09,0.06,,,,,,,,0.11,0.01,,,2.32
卖出,SVIX250620C21000,SVIX 250620 21.00C,3.79,5,18.95,已撤单,0@0.0,2025/04/09 13:26:42 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,SVIX250620C21000,SVIX 250620 21.00C,1.29,5,6.45,已撤单,0@0.0,2025/04/09 10:29:46 (美东),限价单,当日有效,,盘中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,AAPL,苹果,触及市价,21,,已撤单,0@0.0,2025/04/09 08:41:24 (美东),止损市价单,当日有效,,盘中,167.5,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,AAPL,苹果,触及市价,19,,已撤单,0@0.0,2025/04/09 08:41:18 (美东),止损市价单,当日有效,,盘中,167.5,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,NVDA,英伟达,市价,19,,全部成交,20@88.87,2025/04/08 12:52:09 (美东),止损市价单,当日有效,,盘中,98.0,,美股,USD,,20,94.41,1888.2,2025/04/08 15:02:34 (美东),美股,USD,,,0.98,0.97,0.06,,,,,,,,0.05,0.01,,,2.07
买入,TSLL,2倍做多TSLA ETF-Direxion,7.54,182,1372.28,已撤单,0@0.0,2025/04/08 12:02:10 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,TSLL,2倍做多TSLA ETF-Direxion,市价,98,,全部成交,96@7.94,2025/04/08 11:53:06 (美东),市价单,当日有效,,盘中,,,美股,USD,,94,7.95,747.3,2025/04/08 11:53:07 (美东),美股,USD,,,0.96,0.96,0.31,,,,,,,,0.02,0.02,,,2.27
买入,SVIX250620C21000,SVIX 250620 21.00C,0.66,5,3.3,全部成交,5@0.53,2025/04/08 11:42:22 (美东),限价单,当日有效,,盘中,,,美股,USD,,2,0.58,1.16,2025/04/08 11:42:26 (美东),美股,USD,,,3.23,1.42,,,,,,0.06,0.1,0.95,,,,,5.76
,,,,,,,,,,,,,,,,,,3,0.53,1.59,2025/04/08 11:42:26 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
买入,SVIX,1倍做空短期期货恐慌指数ETF,13.56,108,1464.48,全部成交,96@13.39,2025/04/08 11:41:09 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,98,13.93,1365.14,2025/04/08 11:41:44 (美东),美股,USD,,,0.96,0.94,0.28,,,,,,,,,,,,2.18
买入,TSLL,2倍做多TSLA ETF-Direxion,7.94,93,738.42,全部成交,100@8.97,2025/04/08 11:39:39 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,107,8.61,921.27,2025/04/08 11:39:40 (美东),美股,USD,,,1.0,0.96,0.31,,,,,,,,,,,,2.27
买入,AAPL,苹果,184.09,19,3497.71,全部成交,20@165.51,2025/04/08 11:26:34 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,2,177.33,354.66,2025/04/08 12:31:32 (美东),美股,USD,,,0.96,0.98,0.06,,,,,,,,,,,,2.0
,,,,,,,,,,,,,,,,,,18,166.34,2994.12,2025/04/08 12:31:29 (美东),美股,USD,,,,,,,,,,,,,,,,,0.0
卖出,AAPL250718C205000,AAPL 250718 205.00C,市价,1,,全部成交,1@6.5,2025/04/08 11:23:21 (美东),市价单,当日有效,,盘中,,,美股,USD,,1,6.55,6.55,2025/04/08 11:23:22 (美东),美股,USD,,,2.1,0.29,,,,,,0.01,0.02,0.19,0.02,0.01,,,2.64
买入,AAPL250718C205000,AAPL 250718 205.00C,7.51,1,7.51,全部成交,1@6.46,2025/04/08 11:22:47 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,6.82,6.82,2025/04/08 11:22:47 (美东),美股,USD,,,2.18,0.33,,,,,,0.01,0.02,0.16,,,,,2.7
卖出,TSLL,2倍做多TSLA ETF-Direxion,市价,381,,全部成交,384@8.36,2025/04/08 10:50:23 (美东),市价单,当日有效,,盘中,,,美股,USD,,434,8.45,3667.3,2025/04/08 10:50:24 (美东),美股,USD,,,1.97,1.89,1.12,,,,,,,,0.09,0.07,,,5.14
卖出,TSLL,2倍做多TSLA ETF-Direxion,8.0,394,3152.0,已撤单,0@0.0,2025/04/08 10:50:13 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,,0.0
卖出,AAPL,苹果,市价,35,,全部成交,34@170.67,2025/04/08 10:47:19 (美东),市价单,当日有效,,盘中,,,美股,USD,,37,206.76,7650.12,2025/04/08 10:47:20 (美东),美股,USD,,,0.97,0.97,0.1,,,,,,,,0.17,0.01,,,2.22
买入,TSLL,2倍做多TSLA ETF-Direxion,8.23,212,1744.76,全部成交,204@9.05,2025/04/08 10:44:57 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,220,7.72,1698.4,2025/04/08 10:44:58 (美东),美股,USD,,,1.02,0.93,0.62,,,,,,,,,,,,2.57
买入,AAPL,苹果,173.84,26,4519.84,全部成交,27@205.06,2025/04/08 10:43:28 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,27,190.98,5156.46,2025/04/08 10:43:28 (美东),美股,USD,,,0.92,1.08,0.08,,,,,,,,,,,,2.08
买入,AAPL,苹果,194.87,10,1948.7,全部成交,11@193.01,2025/04/08 10:43:06 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,9,208.16,1873.44,2025/04/08 10:43:06 (美东),美股,USD,,,0.96,0.99,0.03,,,,,,,,,,,,1.98
卖出,AAPL250718C205000,AAPL 250718 205.00C,7.71,1,7.71,全部成交,1@7.94,2025/04/08 10:33:52 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,8.77,8.77,2025/04/08 10:34:09 (美东),美股,USD,,,2.16,0.32,,,,,,0.01,0.02,0.19,0.02,0.01,,,2.73
买入,AAPL250718C205000,AAPL 250718 205.00C,8.91,1,8.91,全部成交,1@8.04,2025/04/08 10:17:59 (美东),限价单,当日有效,,盘中,,,美股,USD,,1,7.61,7.61,2025/04/08 10:18:12 (美东),美股,USD,,,2.03,0.29,,,,,,0.01,0.02,0.18,,,,,2.53
买入,TSLL,2倍做多TSLA ETF-Direxion,6.95,200,1390.0,全部成交,197@7.46,2025/04/07 11:25:25 (美东),限价单,当日有效,,盘前+盘中+盘后,,,美股,USD,,196,7.78,1524.88,2025/04/07 11:25:26 (美东),美股,USD,,,0.93,0.99,0.55,,,,,,,,,,,,2.47
